FILE_ID,LOAD_TIMESTAMP,ENTRY_NUMBER,ENTRY_DATE,LINE_NO,PART_NO,HTS,COUNTRY_OF_ORIGIN,VALUE,DUTY,ANTIDUMPING,COUNTERVAILING
EXP_00029072,2026-03-09 13:02:53,412-8129990-2,01/11/2026,6,UNKNOWN-PART-812,8484.10.00.90,United States,364.91,0.0,NO,NO
EXP_00029073,2026-03-09 13:02:53,412-8129990-2,01/11/2026,7,E772108,8511.30.90.00,India,7828.56,391.43,NO,NO
EXP_00029074,2026-03-09 13:02:53,412-8129990-2,01/11/2026,8,68-920863,8301.40.90.00,China,200.08,5.0,YES,NO
EXP_00029075,2026-03-09 13:02:53,617-4067457-4,02/26/2026,1,ALTERNATOR,8708.70.90.00,Mexico,165.11,4.13,NO,NO
EXP_00029076,2026-03-09 13:02:53,915-3620151-0,03/04/2026,1,E642214,8537.10.18.93,Mexico,5207.83,520.78,NO,NO
EXP_00029077,2026-03-09 13:02:53,915-3620151-0,03/04/2026,2,17-129518,8708.91.90.00,China,645.07,0.0,NO,NO
EXP_00029078,2026-03-09 13:02:53,915-3620151-0,03/04/2026,3,INVALID-8694,8483.30.10.00,Mexico,250.7,12.54,NO,NO
EXP_00029079,2026-03-09 13:02:53,915-3620151-0,03/04/2026,4,82-851619,8484.20.00.00,United States,6209.47,0.0,,NO
EXP_00029080,2026-03-09 13:02:53,915-3620151-0,03/04/2026,5,E887285,9999.99.99.99,China,478.08,71.71,NO,NO
EXP_00029081,2026-03-09 13:02:53,915-3620151-0,03/04/2026,6,16-437538,8708.99.15.00,India,8154.2,203.86,NO,NO
EXP_00029082,2026-03-09 13:02:53,915-3620151-0,03/04/2026,7,INVALID-7002,8413.30.20.00,China,994.15,0.0,NO,NO
EXP_00029083,2026-03-09 13:02:53,915-3620151-0,03/04/2026,8,SO52477,8483.10.10.10,Mexico,21741.58,1630.62,NO,NO
EXP_00029084,2026-03-09 13:02:53,915-3620151-0,03/04/2026,9,86-535711,8708.70.90.00,China,7709.83,192.75,NO,YES
EXP_00029085,2026-03-09 13:02:53,915-3620151-0,03/04/2026,10,SO96651,8537.10.18.00,China,868.87,21.72,YES,NO
EXP_00029086,2026-03-09 13:02:53,915-3620151-0,03/04/2026,11,OIL COOLER,8301.60.00.00,United States,41259.47,0.0,NO,NO
EXP_00029087,2026-03-09 13:02:53,915-3620151-0,03/04/2026,12,83-460903,8409.91.10.00,China,812.68,60.95,,
EXP_00029088,2026-03-09 13:02:53,915-3620151-0,03/04/2026,13,59-368471,8536.50.10.00,United States,24266.66,0.0,NO,NO
EXP_00029089,2026-03-09 13:02:53,915-3620151-0,03/04/2026,14,GASKET KIT,8544.30.00.00,Mexico,316.45,23.73,NO,NO
EXP_00029090,2026-03-09 13:02:53,412-5968467-7,11/15/2025,1,42-303960,9999.99.99.99,India,880.92,220.23,NO,NO
EXP_00029091,2026-03-09 13:02:53,412-5968467-7,11/15/2025,2,54-721771,8481.20.10.00,China,79926.34,0.0,NO,NO
EXP_00029092,2026-03-09 13:02:53,412-5968467-7,11/15/2025,3,86-799643,8544.30.00.95,Mexico,63743.95,6374.4,NO,NO
EXP_00029093,2026-03-09 13:02:53,412-5968467-7,11/15/2025,4,SO46509,8511.50.90.00,China,4656.27,116.41,NO,YES
EXP_00029094,2026-03-09 13:02:53,412-5968467-7,11/15/2025,5,37-904894,8415.81.00.95,India,2285.71,57.14,NO,NO
EXP_00029095,2026-03-09 13:02:53,412-5968467-7,11/15/2025,6,GASKET KIT,8708.50.79.00,India,126.29,3.16,NO,NO
EXP_00029096,2026-03-09 13:02:53,412-5968467-7,11/15/2025,7,E240124,8708.70.90.00,Mexico,150.13,7.51,NO,NO
EXP_00029097,2026-03-09 13:02:53,412-5968467-7,11/15/2025,8,CONNECTING ROD,8708.30.90.10,Mexico,354.62,35.46,NO,NO
EXP_00029098,2026-03-09 13:02:53,412-5968467-7,11/15/2025,9,SO53305,8708.50.79.00,Mexico,178266.84,13370.01,NO,NO
EXP_00029099,2026-03-09 13:02:53,412-5968467-7,11/15/2025,10,90-404825,8411.99.00.00,Mexico,317.86,31.79,NO,NO
EXP_00029100,2026-03-09 13:02:53,426-9513665-5,02/12/2026,1,97-238169,9999.99.99.99,United States,4700.23,0.0,NO,NO
EXP_00029101,2026-03-09 13:02:53,426-9513665-5,02/12/2026,2,52-418808,8481.80.25.00,United States,599.02,0.0,NO,NO
EXP_00029102,2026-03-09 13:02:53,426-9513665-5,02/12/2026,3,E408902,8708.91.90.95,India,530.33,53.03,NO,NO
EXP_00029103,2026-03-09 13:02:53,250-7368428-7,03/23/2026,1,59-743974,8501.10.10.00,India,56190.99,2809.55,NO,NO
EXP_00029104,2026-03-09 13:02:53,250-7368428-7,03/23/2026,2,VALVE SPRING,4846.74.11.86,China,273.21,27.32,NO,NO
EXP_00029105,2026-03-09 13:02:53,250-7368428-7,03/23/2026,3,E726732,8421.23.00.00,India,5159.35,773.9,NO,NO
EXP_00029106,2026-03-09 13:02:53,250-7368428-7,03/23/2026,4,TURBO CHARGER,8537.10.18.00,China,357.82,26.84,YES,NO
EXP_00029107,2026-03-09 13:02:53,250-7368428-7,03/23/2026,5,98-225797,8503.00.10.00,United States,254.97,0.0,NO,NO
EXP_00029108,2026-03-09 13:02:53,250-7368428-7,03/23/2026,6,52-844760,9999.99.99.99,China,93459.95,2336.5,NO,NO
EXP_00029109,2026-03-09 13:02:53,974-8302556-3,11/27/2025,1,SO14174,8536.50.90.00,Mexico,8353.39,0.0,NO,NO
EXP_00029110,2026-03-09 13:02:53,974-8302556-3,11/27/2025,2,SO53070,8414.30.10.53,United States,3326.25,0.0,NO,NO
EXP_00029111,2026-03-09 13:02:53,974-8302556-3,11/27/2025,3,E143706,8483.90.90.10,China,2318.53,0.0,YES,NO
EXP_00029112,2026-03-09 13:02:53,974-8302556-3,11/27/2025,4,85-870395,8408.20.90.90,Mexico,95282.32,2382.06,NO,NO
EXP_00029113,2026-03-09 13:02:53,974-8302556-3,11/27/2025,5,E468436,8220.83.68.26,Mexico,9508.83,475.44,NO,NO
EXP_00029114,2026-03-09 13:02:53,808-6698775-8,10/16/2025,1,64-899314,8484.20.00.00,United States,8028.68,0.0,,
EXP_00029115,2026-03-09 13:02:53,808-6698775-8,10/16/2025,2,UNKNOWN-PART-600,8483.10.10.10,India,945.98,94.6,NO,NO
EXP_00029116,2026-03-09 13:02:53,808-6698775-8,10/16/2025,3,TEST89512,8544.30.00.00,United States,4951.04,0.0,NO,NO
EXP_00029117,2026-03-09 13:02:53,808-6698775-8,10/16/2025,4,75-162614,8511.40.00.00,India,6385.25,957.79,NO,NO
EXP_00029118,2026-03-09 13:02:53,808-6698775-8,10/16/2025,5,SO33099,8708.40.90.53,Mexico,377.72,0.0,NO,NO
EXP_00029119,2026-03-09 13:02:53,808-6698775-8,10/16/2025,6,38-663923,8544.30.00.48,India,58913.67,0.0,NO,NO
EXP_00029120,2026-03-09 13:02:53,645-4137037-2,01/16/2026,1,90-501170,8483.30.10.00,China,3285.43,164.27,NO,NO
EXP_00029121,2026-03-09 13:02:53,645-4137037-2,01/16/2026,2,13-486978,8483.90.90.10,China,299.28,44.89,NO,NO
EXP_00029122,2026-03-09 13:02:53,645-4137037-2,01/16/2026,3,SO70113,8302.49.80.90,Mexico,515.35,0.0,NO,NO
EXP_00029123,2026-03-09 13:02:53,170-8632552-5,12/26/2025,1,E478495,8537.10.18.00,China,5274.17,527.42,YES,NO
EXP_00029124,2026-03-09 13:02:53,170-8632552-5,12/26/2025,2,E752294,8501.32.00.00,United States,9881.14,0.0,NO,NO
EXP_00029125,2026-03-09 13:02:53,170-8632552-5,12/26/2025,3,XX133995,9999.99.99.99,United States,67548.88,0.0,NO,NO
EXP_00029126,2026-03-09 13:02:53,170-8632552-5,12/26/2025,4,FLYWHEEL ASSY,8484.20.00.00,China,644.12,0.0,NO,YES
EXP_00029127,2026-03-09 13:02:53,170-8632552-5,12/26/2025,5,11-853283,8733.84.59.41,China,278.26,27.83,YES,NO
EXP_00029128,2026-03-09 13:02:53,170-8632552-5,12/26/2025,6,VALVE SPRING,8414.59.20.00,United States,7321.17,0.0,NO,NO
EXP_00029129,2026-03-09 13:02:53,170-8632552-5,12/26/2025,7,66-216779,8503.00.95.80,United States,705.4,0.0,NO,NO
EXP_00029130,2026-03-09 13:02:53,170-8632552-5,12/26/2025,8,E741016,9999.99.99.99,Mexico,606.68,30.33,NO,NO
EXP_00029131,2026-03-09 13:02:53,170-8632552-5,12/26/2025,9,E580924,8503.00.10.00,India,9223.89,691.79,NO,NO
EXP_00029132,2026-03-09 13:02:53,170-8632552-5,12/26/2025,10,SO80593,8708.91.90.00,India,7190.91,0.0,NO,NO
EXP_00029133,2026-03-09 13:02:53,170-8632552-5,12/26/2025,11,SO96705,8482.10.10.13,China,892.01,89.2,YES,NO
EXP_00029134,2026-03-09 13:02:53,170-8632552-5,12/26/2025,12,16-370485,8415.81.00.86,China,7922.42,594.18,NO,NO
EXP_00029135,2026-03-09 13:02:53,222-3573402-8,11/01/2025,1,44-284654,8302.42.30.65,China,6179.72,1544.93,NO,YES
EXP_00029136,2026-03-09 13:02:53,222-3573402-8,11/01/2025,2,68-680422,8501.32.00.00,China,611.35,0.0,NO,NO
EXP_00029137,2026-03-09 13:02:53,222-3573402-8,11/01/2025,3,XX680902,3842.67.13.64,Mexico,786.91,0.0,NO,NO
EXP_00029138,2026-03-09 13:02:53,222-3573402-8,11/01/2025,4,SO75111,8411.81.00.00,China,4238.37,211.92,NO,NO
EXP_00029139,2026-03-09 13:02:53,222-3573402-8,11/01/2025,5,38-884285,8483.30.10.00,China,2254.32,112.72,NO,NO
EXP_00029140,2026-03-09 13:02:53,222-3573402-8,11/01/2025,6,SO53598,8484.20.00.00,Mexico,5279.59,0.0,NO,NO
EXP_00029141,2026-03-09 13:02:53,222-3573402-8,11/01/2025,7,64-509955,8501.32.00.00,Mexico,142.66,7.13,NO,NO
EXP_00029142,2026-03-09 13:02:53,222-3573402-8,11/01/2025,8,E423291,8484.20.00.00,India,26383.82,0.0,NO,NO
EXP_00029143,2026-03-09 13:02:53,222-3573402-8,11/01/2025,9,TURBO CHARGER,8708.99.15.00,China,427069.41,64060.41,NO,NO
EXP_00029144,2026-03-09 13:02:53,222-3573402-8,11/01/2025,10,BEARING SET,8483.40.20.00,Mexico,342340.4,51351.06,NO,NO
EXP_00029145,2026-03-09 13:02:53,222-3573402-8,11/01/2025,11,60-351156,8511.40.00.00,Mexico,16219.45,405.49,NO,NO
EXP_00029146,2026-03-09 13:02:53,688-9447299-4,03/05/2026,1,14-321741,9999.99.99.99,China,372.53,55.88,YES,NO
EXP_00029147,2026-03-09 13:02:53,688-9447299-4,03/05/2026,2,SO48868,8511.10.00.00,United States,6074.6,0.0,NO,NO
EXP_00029148,2026-03-09 13:02:53,740-3597827-3,10/25/2025,1,77-431921,8708.99.15.00,China,7987.65,798.76,NO,NO
EXP_00029149,2026-03-09 13:02:53,740-3597827-3,10/25/2025,2,XX844637,8482.10.10.50,Mexico,471.62,0.0,NO,NO
EXP_00029150,2026-03-09 13:02:53,742-2827986-7,12/15/2025,1,SO93689,8501.20.10.00,China,16725.15,1672.52,YES,NO
EXP_00029151,2026-03-09 13:02:53,742-2827986-7,12/15/2025,2,SO52669,8538.90.10.00,India,861.86,0.0,NO,NO
EXP_00029152,2026-03-09 13:02:53,742-2827986-7,12/15/2025,3,73-276932,8511.30.90.00,United States,3691.87,0.0,NO,
EXP_00029153,2026-03-09 13:02:53,742-2827986-7,12/15/2025,4,SO39591,8708.80.90.00,United States,6346.04,0.0,NO,NO
EXP_00029154,2026-03-09 13:02:53,742-2827986-7,12/15/2025,5,91-342912,8414.80.22.00,China,78295.71,3914.79,NO,YES
EXP_00029155,2026-03-09 13:02:53,742-2827986-7,12/15/2025,6,SO89735,8503.00.10.00,India,620.21,62.02,NO,NO
EXP_00029156,2026-03-09 13:02:53,713-7721920-8,01/14/2026,1,SO56396,8708.40.90.00,India,91307.03,13696.05,NO,YES
EXP_00029157,2026-03-09 13:02:53,713-7721920-8,01/14/2026,2,SO33019,8544.30.00.00,Mexico,767.52,76.75,NO,NO
EXP_00029158,2026-03-09 13:02:53,713-7721920-8,01/14/2026,3,49-216645,9999.99.99.99,United States,1296.37,0.0,NO,NO
EXP_00029159,2026-03-09 13:02:53,713-7721920-8,01/14/2026,4,SO71871,8708.91.90.00,Mexico,587.85,44.09,NO,NO
EXP_00029160,2026-03-09 13:02:53,713-7721920-8,01/14/2026,5,BEARING SET,8544.30.00.00,Mexico,3128.93,469.34,NO,NO
EXP_00029161,2026-03-09 13:02:53,713-7721920-8,01/14/2026,6,SO47087,8302.49.80.90,Mexico,38794.69,969.87,NO,NO
EXP_00029162,2026-03-09 13:02:53,713-7721920-8,01/14/2026,7,TEST55548,9999.99.99.99,India,96711.27,14506.69,NO,NO
EXP_00029163,2026-03-09 13:02:53,584-5773448-3,01/17/2026,1,E887173,8482.10.10.50,China,176256.76,17625.68,NO,NO
EXP_00029164,2026-03-09 13:02:53,584-5773448-3,01/17/2026,2,E856305,8536.50.90.17,China,410.17,10.25,NO,NO
EXP_00029165,2026-03-09 13:02:53,584-5773448-3,01/17/2026,3,SO32285,8409.91.99.90,China,989.03,74.18,NO,NO
EXP_00029166,2026-03-09 13:02:53,584-5773448-3,01/17/2026,4,PISTON RING SET,8708.40.90.00,China,549.49,54.95,NO,
EXP_00029167,2026-03-09 13:02:53,584-5773448-3,01/17/2026,5,48-320362,8511.30.90.00,China,129.43,9.71,NO,NO
EXP_00029168,2026-03-09 13:02:53,584-5773448-3,01/17/2026,6,SO83210,8482.50.00.00,United States,131.31,0.0,NO,NO
EXP_00029169,2026-03-09 13:02:53,584-5773448-3,01/17/2026,7,E282227,8302.41.60.42,Mexico,742.48,111.37,NO,NO
EXP_00029170,2026-03-09 13:02:53,584-5773448-3,01/17/2026,8,E107876,8708.50.79.00,China,9766.63,976.66,NO,NO
EXP_00029171,2026-03-09 13:02:53,607-6907870-8,02/25/2026,1,E877249,8408.20.90.90,Mexico,603.45,15.09,NO,NO
EXP_00029172,2026-03-09 13:02:53,607-6907870-8,02/25/2026,2,E571347,8708.99.91.90,Mexico,2392.76,179.46,NO,NO
EXP_00029173,2026-03-09 13:02:53,607-6907870-8,02/25/2026,3,E517702,2936.40.69.21,United States,1241.12,0.0,NO,NO
EXP_00029174,2026-03-09 13:02:53,607-6907870-8,02/25/2026,4,SO24385,8481.20.10.00,China,45049.48,4504.95,YES,YES
EXP_00029175,2026-03-09 13:02:53,607-6907870-8,02/25/2026,5,SO70093,8413.30.20.00,India,35710.54,2678.29,NO,NO
EXP_00029176,2026-03-09 13:02:53,607-6907870-8,02/25/2026,6,SO53726,8536.50.10.00,Mexico,89523.17,4476.16,NO,NO
EXP_00029177,2026-03-09 13:02:53,607-6907870-8,02/25/2026,7,BEARING SET,8409.91.10.00,Mexico,43782.6,3283.7,NO,NO
EXP_00029178,2026-03-09 13:02:53,607-6907870-8,02/25/2026,8,27-825153,8414.80.22.00,China,87739.57,6580.47,NO,NO
EXP_00029179,2026-03-09 13:02:53,607-6907870-8,02/25/2026,9,SO16031,8302.41.60.30,China,6296.69,314.83,YES,YES
EXP_00029180,2026-03-09 13:02:53,607-6907870-8,02/25/2026,10,E504870,8413.30.20.00,Mexico,7447.93,186.2,NO,NO
EXP_00029181,2026-03-09 13:02:53,607-6907870-8,02/25/2026,11,E956121,8415.81.00.10,United States,3862.17,0.0,NO,NO
EXP_00029182,2026-03-09 13:02:53,607-6907870-8,02/25/2026,12,SO13359,8408.20.90.55,China,8883.49,0.0,YES,NO
EXP_00029183,2026-03-09 13:02:53,607-6907870-8,02/25/2026,13,E772250,8795.52.92.79,China,61937.17,1548.43,NO,YES
EXP_00029184,2026-03-09 13:02:53,607-6907870-8,02/25/2026,14,CONNECTING ROD,8414.59.20.00,India,4399.31,0.0,NO,NO
EXP_00029185,2026-03-09 13:02:53,907-3342858-8,11/03/2025,1,35-676842,8421.31.00.00,China,29489.76,7372.44,NO,NO
EXP_00029186,2026-03-09 13:02:53,907-3342858-8,11/03/2025,2,E966486,8414.30.10.00,China,178936.35,0.0,YES,YES
EXP_00029187,2026-03-09 13:02:53,907-3342858-8,11/03/2025,3,E847904,8708.95.90.00,United States,655.43,0.0,NO,NO
EXP_00029188,2026-03-09 13:02:53,907-3342858-8,11/03/2025,4,CYLINDER HEAD,8708.95.90.00,China,675.78,101.37,NO,NO
EXP_00029189,2026-03-09 13:02:53,907-3342858-8,11/03/2025,5,WATER PUMP,8408.20.10.00,India,1204.86,60.24,NO,NO
EXP_00029190,2026-03-09 13:02:53,984-1412132-0,12/15/2025,1,SO93736,8501.32.00.00,China,3240.09,162.0,NO,NO
EXP_00029191,2026-03-09 13:02:53,984-1412132-0,12/15/2025,2,88-938930,8411.81.00.00,China,9764.1,488.21,NO,NO
EXP_00029192,2026-03-09 13:02:53,984-1412132-0,12/15/2025,3,E940525,8302.42.30.65,Mexico,2393.59,239.36,NO,NO
EXP_00029193,2026-03-09 13:02:53,984-1412132-0,12/15/2025,4,E554133,8708.40.90.00,Mexico,470.53,35.29,NO,NO
EXP_00029194,2026-03-09 13:02:53,984-1412132-0,12/15/2025,5,E548279,8483.40.20.00,China,53906.52,5390.65,YES,NO
EXP_00029195,2026-03-09 13:02:53,984-1412132-0,12/15/2025,6,E973584,8708.99.91.90,China,378.14,28.36,NO,NO
EXP_00029196,2026-03-09 13:02:53,984-1412132-0,12/15/2025,7,CYLINDER HEAD,8408.20.10.00,Mexico,3187.99,79.7,NO,NO
EXP_00029197,2026-03-09 13:02:53,984-1412132-0,12/15/2025,8,SO15266,8302.41.60.30,Mexico,304.04,15.2,NO,NO
EXP_00029198,2026-03-09 13:02:53,984-1412132-0,12/15/2025,9,E501843,8421.31.00.00,Mexico,9869.99,987.0,NO,NO
EXP_00029199,2026-03-09 13:02:53,984-1412132-0,12/15/2025,10,SO20182,8301.60.00.00,United States,4096.8,0.0,NO,NO
EXP_00029200,2026-03-09 13:02:53,984-1412132-0,12/15/2025,11,37-829338,8501.20.10.43,India,533.82,26.69,NO,NO
EXP_00029201,2026-03-09 13:02:53,984-1412132-0,12/15/2025,12,96-713623,8408.20.90.90,Mexico,9415.45,235.39,NO,
EXP_00029202,2026-03-09 13:02:53,984-1412132-0,12/15/2025,13,GASKET KIT,8411.81.00.00,India,8477.12,847.71,NO,NO
EXP_00029203,2026-03-09 13:02:53,984-1412132-0,12/15/2025,14,SO27181,8409.91.99.90,Mexico,748.08,74.81,NO,NO
EXP_00029204,2026-03-09 13:02:53,198-9010178-7,01/10/2026,1,72-964019,8409.91.10.00,Mexico,76437.23,3821.86,NO,NO
EXP_00029205,2026-03-09 13:02:53,198-9010178-7,01/10/2026,2,XX178140,8409.91.99.90,China,926.07,138.91,YES,NO
EXP_00029206,2026-03-09 13:02:53,198-9010178-7,01/10/2026,3,SO94924,8409.91.10.00,Mexico,7575.06,568.13,NO,NO
EXP_00029207,2026-03-09 13:02:53,198-9010178-7,01/10/2026,4,SO48547,8413.30.90.10,China,5942.9,148.57,YES,NO
EXP_00029208,2026-03-09 13:02:53,198-9010178-7,01/10/2026,5,66-838555,8484.20.00.00,China,447.87,0.0,NO,YES
EXP_00029209,2026-03-09 13:02:53,198-9010178-7,01/10/2026,6,42-734273,8708.99.91.90,China,3203.25,240.24,NO,NO
EXP_00029210,2026-03-09 13:02:53,198-9010178-7,01/10/2026,7,SO82147,8544.30.00.00,China,594.59,89.19,NO,NO
EXP_00029211,2026-03-09 13:02:53,198-9010178-7,01/10/2026,8,INVALID-1629,8536.50.90.00,China,2957.29,221.8,YES,NO
EXP_00029212,2026-03-09 13:02:53,198-9010178-7,01/10/2026,9,SO94032,8511.40.00.00,China,410317.03,0.0,NO,NO
EXP_00029213,2026-03-09 13:02:53,198-9010178-7,01/10/2026,10,83-803427,8708.70.90.00,China,118.73,0.0,NO,NO
EXP_00029214,2026-03-09 13:02:53,198-9010178-7,01/10/2026,11,21-904209,8302.42.30.73,United States,45802.49,0.0,NO,NO
EXP_00029215,2026-03-09 13:02:53,198-9010178-7,01/10/2026,12,SO81089,7136.50.37.82,United States,262.35,0.0,NO,NO
EXP_00029216,2026-03-09 13:02:53,198-9010178-7,01/10/2026,13,UNKNOWN-PART-200,8708.30.21.00,China,693.55,69.36,NO,YES
EXP_00029217,2026-03-09 13:02:53,608-9653857-0,01/10/2026,1,E431936,8501.32.00.00,India,255.35,19.15,NO,NO
EXP_00029218,2026-03-09 13:02:53,608-9653857-0,01/10/2026,2,E722092,8511.50.90.00,Mexico,5700.0,0.0,NO,NO
EXP_00029219,2026-03-09 13:02:53,608-9653857-0,01/10/2026,3,STARTER MOTOR,8415.81.00.10,Mexico,881.01,44.05,NO,NO
EXP_00029220,2026-03-09 13:02:53,608-9653857-0,01/10/2026,4,SO47513,8537.10.18.00,United States,359510.64,0.0,NO,NO
EXP_00029221,2026-03-09 13:02:53,608-9653857-0,01/10/2026,5,SO47597,8414.59.20.00,Mexico,9202.76,0.0,NO,NO
EXP_00029222,2026-03-09 13:02:53,608-9653857-0,01/10/2026,6,12-489026,9999.99.99.99,India,79.25,3.96,NO,NO
EXP_00029223,2026-03-09 13:02:53,608-9653857-0,01/10/2026,7,E623616,9999.99.99.99,United States,3994.07,0.0,NO,NO
EXP_00029224,2026-03-09 13:02:53,608-9653857-0,01/10/2026,8,SO46803,8708.30.90.10,China,5641.82,564.18,NO,NO
EXP_00029225,2026-03-09 13:02:53,608-9653857-0,01/10/2026,9,UNKNOWN-PART-648,8503.00.10.79,China,1873.31,140.5,NO,NO
EXP_00029226,2026-03-09 13:02:53,608-9653857-0,01/10/2026,10,TEST82144,8708.80.90.00,Mexico,38850.45,1942.52,NO,NO
EXP_00029227,2026-03-09 13:02:53,608-9653857-0,01/10/2026,11,E650241,8483.30.10.00,China,58532.72,1463.32,NO,YES
EXP_00029228,2026-03-09 13:02:53,608-9653857-0,01/10/2026,12,CRANKSHAFT,9999.99.99.99,China,783.11,39.16,NO,YES
EXP_00029229,2026-03-09 13:02:53,608-9653857-0,01/10/2026,13,28-881473,8708.91.90.00,Mexico,6062.94,909.44,NO,NO
EXP_00029230,2026-03-09 13:02:53,608-9653857-0,01/10/2026,14,E958656,8413.30.20.00,Mexico,8086.86,202.17,NO,NO
EXP_00029231,2026-03-09 13:02:53,608-9653857-0,01/10/2026,15,SO21356,8482.50.00.00,India,4513.91,338.54,NO,
EXP_00029232,2026-03-09 13:02:53,402-9998265-7,03/28/2026,1,E135783,8537.10.18.00,Mexico,693.5,34.68,NO,NO
EXP_00029233,2026-03-09 13:02:53,402-9998265-7,03/28/2026,2,SO44125,8414.30.10.00,India,443163.44,0.0,NO,NO
EXP_00029234,2026-03-09 13:02:53,402-9998265-7,03/28/2026,3,SO54813,8482.50.00.00,United States,357012.12,0.0,NO,NO
EXP_00029235,2026-03-09 13:02:53,402-9998265-7,03/28/2026,4,E314855,8302.42.30.65,Mexico,57.56,4.32,NO,NO
EXP_00029236,2026-03-09 13:02:53,497-2442282-4,11/10/2025,1,E163337,8415.81.00.10,Mexico,474.21,0.0,NO,NO
EXP_00029237,2026-03-09 13:02:53,497-2442282-4,11/10/2025,2,XX953112,8483.30.10.00,United States,718.01,0.0,NO,NO
EXP_00029238,2026-03-09 13:02:53,497-2442282-4,11/10/2025,3,PISTON RING SET,8483.40.20.00,China,539.96,27.0,NO,YES
EXP_00029239,2026-03-09 13:02:53,497-2442282-4,11/10/2025,4,SO91359,8481.20.10.00,China,91626.48,4581.32,NO,YES
EXP_00029240,2026-03-09 13:02:53,497-2442282-4,11/10/2025,5,FLYWHEEL ASSY,8413.30.90.10,China,4292.98,429.3,NO,NO
EXP_00029241,2026-03-09 13:02:53,550-8111430-4,12/01/2025,1,SO81504,8408.20.90.28,China,417.92,0.0,YES,NO
EXP_00029242,2026-03-09 13:02:53,550-8111430-4,12/01/2025,2,E178801,8408.20.10.00,India,1906.62,47.67,NO,NO
EXP_00029243,2026-03-09 13:02:53,550-8111430-4,12/01/2025,3,77-856191,8413.30.90.10,United States,25408.81,0.0,NO,NO
EXP_00029244,2026-03-09 13:02:53,550-8111430-4,12/01/2025,4,SO75953,8409.91.10.00,India,6177.21,926.58,NO,NO
EXP_00029245,2026-03-09 13:02:53,550-8111430-4,12/01/2025,5,SO79881,8708.99.91.90,India,1003.95,100.4,NO,NO
EXP_00029246,2026-03-09 13:02:53,550-8111430-4,12/01/2025,6,E306368,8536.50.90.00,Mexico,90014.54,6751.09,NO,NO
EXP_00029247,2026-03-09 13:02:53,550-8111430-4,12/01/2025,7,SO98698,8483.30.10.00,Mexico,1681.75,126.13,NO,NO
EXP_00029248,2026-03-09 13:02:53,694-6332244-2,11/03/2025,1,SO44311,8708.40.90.00,Mexico,4821.26,723.19,NO,
EXP_00029249,2026-03-09 13:02:53,694-6332244-2,11/03/2025,2,E997327,8484.20.00.00,United States,346.24,0.0,NO,NO
EXP_00029250,2026-03-09 13:02:53,694-6332244-2,11/03/2025,3,SO82788,8511.10.00.83,India,8342.48,208.56,NO,NO
EXP_00029251,2026-03-09 13:02:53,694-6332244-2,11/03/2025,4,74-102831,8708.70.90.00,Mexico,86090.13,0.0,NO,NO
EXP_00029252,2026-03-09 13:02:53,694-6332244-2,11/03/2025,5,E818674,8708.99.15.00,Mexico,182352.87,9117.64,NO,
EXP_00029253,2026-03-09 13:02:53,694-6332244-2,11/03/2025,6,E967470,8511.40.00.00,China,6846.99,171.17,NO,NO
EXP_00029254,2026-03-09 13:02:53,694-6332244-2,11/03/2025,7,CRANKSHAFT,8408.20.10.00,India,2108.11,105.41,NO,NO
EXP_00029255,2026-03-09 13:02:53,694-6332244-2,11/03/2025,8,91-369794,8301.40.90.00,Mexico,9687.58,484.38,NO,NO
EXP_00029256,2026-03-09 13:02:53,694-6332244-2,11/03/2025,9,SO27825,8708.91.90.00,United States,33306.06,0.0,NO,NO
EXP_00029257,2026-03-09 13:02:53,694-6332244-2,11/03/2025,10,E374055,8483.10.10.10,China,8291.96,2072.99,NO,YES
EXP_00029258,2026-03-09 13:02:53,694-6332244-2,11/03/2025,11,SO50192,8484.10.00.90,China,16877.96,1265.85,NO,NO
EXP_00029259,2026-03-09 13:02:53,694-6332244-2,11/03/2025,12,XX495656,8708.99.91.90,India,393.45,9.84,NO,NO
EXP_00029260,2026-03-09 13:02:53,485-2918168-8,10/30/2025,1,68-611120,8708.99.91.90,India,79711.95,7971.2,NO,NO
EXP_00029261,2026-03-09 13:02:53,485-2918168-8,10/30/2025,2,SO79421,8511.10.00.88,India,137.77,0.0,NO,NO
EXP_00029262,2026-03-09 13:02:53,485-2918168-8,10/30/2025,3,12-384318,8199.77.57.70,United States,919.07,0.0,NO,NO
EXP_00029263,2026-03-09 13:02:53,485-2918168-8,10/30/2025,4,49-482456,8482.50.00.00,China,44630.09,2231.5,YES,NO
EXP_00029264,2026-03-09 13:02:53,485-2918168-8,10/30/2025,5,E933202,8482.10.10.50,Mexico,8566.34,428.32,NO,NO
EXP_00029265,2026-03-09 13:02:53,485-2918168-8,10/30/2025,6,SO20264,8708.50.79.00,China,1967.88,0.0,NO,NO
EXP_00029266,2026-03-09 13:02:53,485-2918168-8,10/30/2025,7,GASKET KIT,8511.20.10.00,India,270334.39,27033.44,NO,NO
EXP_00029267,2026-03-09 13:02:53,485-2918168-8,10/30/2025,8,SO84423,8503.00.95.80,China,51271.98,1281.8,YES,NO
EXP_00029268,2026-03-09 13:02:53,485-2918168-8,10/30/2025,9,SO40012,8302.41.60.30,Mexico,4860.5,0.0,NO,NO
